deposit,age,job,education,default,housing,loan,contact,month,duration,campaign,pdays,poutcome
yes,34,technician,tertiary,no,yes,no,cellular,jun,441,1,56,other
yes,31,student,secondary,no,no,no,cellular,jun,220,1,207,other
no,35,services,secondary,no,yes,no,cellular,jun,175,1,67,other
no,39,services,secondary,no,yes,no,cellular,jun,108,1,32,failure
no,35,management,tertiary,no,no,no,cellular,jun,205,2,81,other
no,32,student,unknown,no,no,no,cellular,jun,49,2,134,failure
no,42,management,secondary,no,no,no,cellular,jun,133,2,399,failure
yes,34,management,tertiary,no,yes,yes,cellular,jun,270,2,314,failure
yes,49,management,tertiary,no,no,no,telephone,jun,293,5,211,failure
yes,28,selfemployed,tertiary,no,no,no,cellular,jun,474,3,95,other
yes,58,admin,secondary,no,yes,no,cellular,jun,790,4,141,other
yes,40,management,tertiary,no,yes,no,cellular,jul,566,1,395,success
yes,42,entrepreneur,secondary,no,yes,no,telephone,jul,711,1,342,failure
no,31,admin,secondary,no,yes,no,cellular,jul,147,2,233,failure
no,33,management,tertiary,no,yes,yes,cellular,jul,139,1,391,failure
no,34,technician,secondary,no,yes,no,cellular,jul,98,2,347,failure
no,53,admin,secondary,no,no,no,telephone,jul,82,2,75,failure
no,55,admin,secondary,no,yes,no,cellular,jul,105,1,82,failure
yes,31,management,tertiary,no,no,no,cellular,jul,361,1,229,failure
no,29,technician,secondary,no,yes,no,cellular,jul,115,1,61,failure
no,34,admin,secondary,no,yes,yes,cellular,jul,188,2,82,other
no,34,selfemployed,tertiary,no,no,no,cellular,jul,243,1,348,failure
no,34,technician,secondary,no,yes,no,cellular,jul,51,4,434,failure
no,49,technician,tertiary,no,no,yes,cellular,jul,67,5,252,failure
no,37,admin,secondary,no,no,no,cellular,aug,236,1,92,failure
no,46,selfemployed,secondary,no,no,no,cellular,aug,326,1,96,success
yes,25,management,tertiary,no,no,no,cellular,aug,576,1,96,success
no,62,retired,secondary,no,no,no,cellular,aug,259,1,35,failure
yes,46,management,tertiary,no,no,no,cellular,aug,120,2,96,success
no,47,management,tertiary,no,no,no,cellular,aug,432,3,97,success
no,41,management,tertiary,no,no,no,cellular,aug,206,1,97,failure
yes,47,housemaid,secondary,no,yes,no,cellular,aug,226,3,97,failure
yes,37,unemployed,tertiary,no,no,no,cellular,aug,150,1,97,success
yes,53,management,tertiary,no,no,no,cellular,aug,107,1,98,success
no,30,admin,secondary,no,yes,no,cellular,aug,121,6,112,other
no,44,admin,secondary,no,yes,no,cellular,aug,142,1,260,other
no,47,housemaid,primary,no,yes,no,cellular,aug,58,2,382,failure
no,59,retired,unknown,no,no,no,cellular,aug,149,2,99,failure
no,57,services,secondary,no,yes,no,cellular,aug,239,1,459,success
no,32,management,tertiary,no,no,no,cellular,aug,119,1,99,failure
yes,34,management,tertiary,no,yes,no,cellular,aug,262,1,99,success
no,35,entrepreneur,secondary,no,no,no,cellular,aug,158,2,95,success
no,39,bluecollar,tertiary,no,yes,no,cellular,aug,248,1,131,success
yes,42,technician,unknown,no,no,no,cellular,aug,187,1,102,success
yes,32,management,tertiary,no,no,no,cellular,aug,161,2,375,failure
no,59,retired,tertiary,no,no,no,cellular,aug,489,2,102,success
yes,59,retired,tertiary,no,no,no,cellular,aug,252,1,185,success
no,28,bluecollar,tertiary,no,yes,no,cellular,aug,89,1,98,failure
no,46,bluecollar,secondary,no,yes,no,cellular,aug,1529,1,397,failure
no,40,bluecollar,secondary,no,no,no,cellular,aug,153,2,383,failure
no,55,admin,secondary,no,no,no,cellular,aug,247,1,102,success
no,33,technician,secondary,no,yes,yes,cellular,aug,162,1,161,failure
no,26,student,tertiary,no,no,no,cellular,aug,121,1,102,failure
no,34,admin,secondary,no,no,yes,cellular,aug,89,3,103,success
no,24,selfemployed,tertiary,no,no,no,cellular,aug,123,1,106,success
yes,42,services,tertiary,no,yes,no,cellular,aug,176,2,90,failure
yes,57,technician,secondary,no,yes,no,cellular,aug,167,1,190,failure
no,33,admin,secondary,no,yes,no,cellular,aug,108,1,99,failure
no,29,admin,tertiary,no,no,no,cellular,aug,97,1,78,success
yes,39,admin,secondary,no,yes,no,cellular,aug,175,2,116,failure
yes,58,selfemployed,primary,no,yes,no,cellular,aug,206,1,461,failure
no,42,admin,secondary,no,yes,no,cellular,aug,120,3,190,failure
yes,36,management,tertiary,no,yes,no,cellular,aug,239,2,100,failure
no,35,housemaid,tertiary,no,no,no,cellular,aug,699,2,79,failure
no,53,services,secondary,no,no,no,cellular,aug,90,2,104,success
yes,61,management,tertiary,no,no,no,cellular,aug,131,1,114,failure
no,32,management,tertiary,no,no,no,cellular,aug,93,1,104,success
no,34,technician,secondary,no,yes,no,cellular,aug,201,2,267,failure
yes,34,management,tertiary,no,yes,no,cellular,aug,810,3,93,failure
yes,43,technician,tertiary,no,no,no,cellular,aug,188,3,100,success
no,53,services,unknown,no,yes,no,cellular,aug,166,1,36,other
no,25,management,tertiary,no,no,no,cellular,aug,222,2,104,failure
no,30,unemployed,tertiary,no,no,no,cellular,aug,95,1,68,success
no,32,selfemployed,tertiary,no,no,no,cellular,aug,162,1,100,success
yes,35,services,unknown,no,no,no,cellular,aug,293,1,104,success
no,38,bluecollar,secondary,no,no,no,cellular,aug,255,2,105,failure
no,47,services,secondary,no,no,no,cellular,aug,73,2,105,success
yes,56,management,tertiary,no,no,no,cellular,aug,293,2,105,success
no,29,management,tertiary,no,no,no,cellular,aug,83,1,105,failure
yes,28,technician,secondary,no,no,no,cellular,aug,204,3,105,failure
no,27,admin,secondary,no,yes,no,cellular,aug,75,1,442,failure
no,34,admin,tertiary,no,no,no,cellular,aug,135,1,113,success
no,36,admin,tertiary,no,no,no,cellular,aug,185,2,105,success
no,30,admin,tertiary,no,no,no,cellular,aug,75,1,105,success
no,30,management,tertiary,no,yes,no,cellular,aug,92,2,90,failure
yes,49,management,tertiary,no,no,no,telephone,aug,640,2,101,success
no,33,admin,secondary,no,no,no,cellular,aug,228,2,106,failure
no,67,retired,primary,no,no,no,telephone,aug,176,2,99,other
no,68,retired,primary,no,no,no,cellular,aug,90,3,120,failure
no,57,admin,secondary,no,no,no,cellular,aug,180,1,106,failure
no,29,unemployed,secondary,no,no,no,telephone,aug,151,1,106,failure
no,33,selfemployed,tertiary,no,no,no,cellular,aug,257,1,102,failure
no,58,management,tertiary,no,no,no,cellular,aug,92,3,106,success
yes,33,unemployed,tertiary,no,no,no,cellular,aug,498,2,191,failure
no,36,technician,secondary,no,yes,no,cellular,aug,153,2,102,success
yes,46,bluecollar,unknown,no,yes,no,cellular,aug,260,3,457,other
no,32,technician,tertiary,no,no,no,cellular,aug,219,1,84,failure
no,25,selfemployed,unknown,no,no,no,cellular,aug,43,1,83,failure
no,26,student,secondary,no,no,no,cellular,aug,237,1,82,failure
yes,35,management,tertiary,no,no,no,cellular,aug,343,2,397,failure
yes,26,management,tertiary,no,yes,no,cellular,aug,156,1,199,failure
no,52,management,tertiary,no,no,no,cellular,aug,61,1,84,failure
no,37,management,tertiary,no,no,no,cellular,aug,147,1,379,failure
yes,22,student,secondary,no,no,no,telephone,aug,215,1,197,failure
no,35,management,tertiary,no,yes,no,cellular,aug,210,2,124,failure
yes,43,admin,secondary,no,no,no,cellular,aug,574,1,84,success
yes,35,technician,tertiary,no,yes,no,cellular,aug,768,2,141,failure
no,51,management,tertiary,no,yes,yes,cellular,aug,263,1,84,other
yes,44,admin,secondary,no,no,no,cellular,aug,240,2,271,other
no,39,technician,tertiary,no,no,no,telephone,aug,328,1,79,failure
yes,59,management,tertiary,no,no,no,cellular,aug,377,6,90,success
yes,27,technician,tertiary,no,no,no,cellular,aug,217,1,87,failure
no,60,housemaid,secondary,no,no,no,cellular,aug,54,5,86,failure
no,39,management,secondary,no,yes,no,cellular,aug,102,1,91,failure
no,31,management,tertiary,no,no,no,cellular,aug,282,1,197,failure
no,34,admin,tertiary,no,no,no,cellular,aug,90,1,91,failure
yes,28,bluecollar,secondary,no,yes,no,cellular,aug,744,1,109,success
no,51,housemaid,unknown,no,yes,no,cellular,aug,46,4,90,failure
no,57,housemaid,secondary,no,no,no,telephone,aug,68,1,90,other
yes,37,bluecollar,primary,no,yes,no,cellular,aug,511,1,392,failure
no,21,student,primary,no,no,no,cellular,aug,115,1,93,failure
yes,36,bluecollar,secondary,no,yes,no,cellular,aug,259,3,475,success
no,59,retired,secondary,no,no,no,cellular,aug,154,2,97,other
yes,36,technician,secondary,no,yes,no,cellular,aug,398,2,477,failure
no,31,bluecollar,primary,no,yes,no,cellular,aug,207,3,478,failure
no,34,technician,secondary,no,no,no,cellular,aug,64,1,95,failure
yes,34,bluecollar,secondary,no,yes,no,cellular,aug,207,3,130,other
yes,32,technician,tertiary,no,yes,no,cellular,aug,370,1,116,success
yes,55,admin,secondary,no,no,no,cellular,aug,155,2,93,failure
no,34,bluecollar,secondary,no,yes,no,cellular,aug,79,5,110,failure
no,33,technician,tertiary,no,no,no,cellular,aug,65,5,97,failure
no,34,selfemployed,tertiary,no,no,no,cellular,aug,69,2,54,failure
no,41,management,tertiary,no,yes,no,cellular,aug,90,4,147,failure
no,43,management,unknown,no,no,no,cellular,sep,108,7,102,success
yes,39,management,tertiary,no,yes,no,cellular,sep,265,2,476,success
no,35,technician,secondary,no,no,no,cellular,sep,516,2,130,failure
yes,34,services,secondary,no,yes,no,cellular,sep,121,3,100,other
no,38,management,tertiary,no,yes,no,cellular,sep,91,3,213,failure
no,44,admin,secondary,no,yes,no,cellular,sep,232,1,213,failure
yes,71,retired,tertiary,no,no,no,telephone,sep,471,1,189,success
yes,44,technician,tertiary,no,no,no,cellular,sep,444,1,99,failure
no,35,technician,secondary,no,yes,no,cellular,sep,256,2,94,failure
no,33,student,unknown,no,no,no,cellular,sep,156,2,127,failure
yes,36,technician,tertiary,no,no,no,cellular,sep,281,3,97,success
yes,55,admin,secondary,no,no,no,cellular,sep,350,1,98,success
yes,33,selfemployed,secondary,no,no,no,cellular,sep,165,1,97,success
yes,58,management,tertiary,no,no,no,cellular,sep,400,2,95,success
yes,79,retired,secondary,no,no,no,telephone,sep,276,1,79,failure
yes,50,bluecollar,primary,no,no,no,telephone,sep,214,2,99,failure
yes,31,management,tertiary,no,no,no,cellular,sep,344,1,295,failure
yes,34,management,tertiary,no,no,no,cellular,sep,278,2,132,failure
yes,32,bluecollar,secondary,no,yes,no,cellular,sep,185,1,99,success
no,61,retired,secondary,no,no,no,cellular,sep,336,1,81,other
no,63,retired,secondary,no,no,no,cellular,sep,113,1,80,failure
yes,28,bluecollar,secondary,no,no,no,telephone,sep,240,2,95,other
yes,46,management,tertiary,no,no,no,cellular,sep,658,4,95,other
yes,48,management,tertiary,no,no,no,cellular,sep,150,1,105,success
yes,32,technician,tertiary,no,no,no,cellular,sep,126,2,134,other
yes,54,unemployed,secondary,no,no,no,cellular,sep,106,1,105,success
no,50,management,tertiary,no,no,no,cellular,sep,188,1,92,success
yes,31,management,tertiary,no,no,no,cellular,sep,153,1,104,success
yes,25,management,tertiary,no,no,no,cellular,sep,267,2,114,failure
yes,70,retired,tertiary,no,no,no,cellular,sep,1104,2,88,other
no,59,technician,tertiary,no,no,no,cellular,sep,1551,1,31,failure
yes,83,retired,primary,no,no,no,telephone,sep,773,1,92,success
no,46,management,secondary,no,no,no,cellular,sep,159,1,112,failure
yes,45,bluecollar,secondary,no,no,no,cellular,sep,173,1,141,success
no,37,management,tertiary,no,no,no,cellular,sep,168,2,45,failure
no,23,technician,secondary,no,no,no,cellular,sep,242,1,114,failure
yes,57,management,tertiary,no,no,no,cellular,sep,341,3,98,success
no,53,admin,secondary,no,no,no,telephone,sep,431,1,120,success
no,35,management,tertiary,no,yes,no,cellular,oct,86,1,50,failure
no,41,management,tertiary,no,no,no,cellular,oct,302,1,119,success
no,36,technician,tertiary,no,no,no,cellular,oct,237,1,122,failure
no,48,management,tertiary,no,no,no,cellular,oct,168,1,122,success
no,54,management,tertiary,no,no,no,cellular,oct,395,2,108,failure
no,34,housemaid,secondary,no,no,no,telephone,oct,258,1,93,failure
yes,37,technician,unknown,no,no,no,cellular,oct,238,1,107,success
no,44,bluecollar,secondary,no,yes,no,cellular,oct,82,1,142,failure
no,24,student,secondary,no,no,no,cellular,oct,83,5,191,success
no,34,technician,tertiary,no,no,no,cellular,oct,89,1,133,failure
no,57,retired,secondary,no,no,no,cellular,oct,408,1,410,failure
no,37,admin,secondary,no,yes,yes,cellular,oct,867,2,107,success
yes,25,admin,tertiary,no,no,no,cellular,oct,290,1,114,failure
no,31,management,tertiary,no,no,no,cellular,oct,180,2,96,failure
no,29,technician,tertiary,no,yes,yes,cellular,oct,271,2,187,failure
yes,58,retired,primary,no,no,no,telephone,oct,153,1,93,success
yes,27,admin,secondary,no,no,no,cellular,oct,266,3,184,success
no,30,technician,tertiary,no,no,no,cellular,oct,251,3,98,other
no,55,admin,secondary,no,no,no,cellular,oct,135,1,113,failure
no,55,entrepreneur,secondary,no,yes,no,cellular,oct,306,1,67,success
no,59,unemployed,secondary,no,no,no,cellular,oct,78,1,216,failure
no,31,selfemployed,secondary,no,yes,no,cellular,oct,845,1,152,failure
no,28,bluecollar,secondary,no,no,no,cellular,oct,285,1,120,other
no,49,admin,secondary,no,yes,no,cellular,oct,404,1,68,other
yes,62,retired,secondary,no,no,no,cellular,oct,896,1,57,success
yes,58,technician,primary,no,no,no,cellular,oct,441,5,246,failure
no,30,admin,secondary,no,no,no,cellular,oct,86,1,140,failure
no,39,management,tertiary,no,no,no,cellular,oct,206,1,168,unknown
no,34,admin,tertiary,no,yes,no,cellular,oct,76,1,69,failure
yes,75,retired,secondary,no,no,no,telephone,oct,186,1,183,failure
yes,77,retired,tertiary,no,no,no,cellular,oct,847,1,60,success
yes,50,management,tertiary,no,no,no,cellular,oct,170,1,183,success
yes,73,retired,unknown,no,no,no,telephone,oct,434,1,57,failure
yes,40,technician,secondary,no,no,no,cellular,oct,447,1,147,failure
yes,44,technician,tertiary,no,no,no,cellular,oct,324,1,143,failure
no,62,retired,primary,no,yes,no,cellular,oct,131,1,187,failure
yes,76,housemaid,primary,no,no,no,telephone,oct,233,2,187,success
no,37,management,tertiary,no,no,no,cellular,oct,107,1,258,other
yes,65,retired,secondary,no,yes,no,cellular,oct,349,1,183,success
yes,61,management,tertiary,no,no,no,cellular,oct,192,3,184,success
yes,30,technician,tertiary,no,no,no,cellular,oct,127,3,149,failure
yes,68,retired,tertiary,no,no,no,cellular,oct,277,1,184,success
yes,42,admin,secondary,no,no,yes,cellular,oct,181,1,185,success
no,35,management,tertiary,no,yes,no,cellular,oct,422,1,175,success
yes,29,selfemployed,secondary,no,no,yes,cellular,oct,247,1,184,success
no,55,services,secondary,no,no,no,cellular,oct,102,1,106,failure
yes,76,retired,tertiary,no,no,no,cellular,oct,344,1,183,success
yes,59,retired,primary,no,no,no,telephone,oct,257,2,126,success
no,59,retired,tertiary,no,no,no,cellular,oct,151,2,77,failure
no,52,admin,secondary,no,no,no,cellular,oct,99,2,185,failure
no,46,admin,secondary,no,yes,no,cellular,oct,87,1,185,other
no,55,admin,secondary,no,yes,no,cellular,oct,96,1,111,failure
yes,30,management,tertiary,no,no,no,cellular,oct,102,1,180,success
yes,56,management,secondary,no,no,no,cellular,oct,298,1,111,other
no,34,admin,tertiary,no,yes,yes,cellular,oct,114,1,180,success
no,61,retired,secondary,no,no,no,cellular,oct,154,1,181,failure
yes,57,housemaid,tertiary,no,no,no,cellular,oct,207,1,194,success
no,32,unemployed,tertiary,no,yes,no,cellular,oct,262,1,204,other
yes,50,technician,secondary,no,no,no,cellular,oct,215,2,78,other
yes,61,management,tertiary,no,yes,no,cellular,oct,377,1,520,other
no,34,technician,secondary,no,yes,no,cellular,oct,250,1,342,failure
no,62,bluecollar,primary,no,no,no,telephone,oct,157,4,183,failure
no,37,management,tertiary,no,yes,no,cellular,oct,176,5,158,other
yes,60,management,tertiary,no,no,no,cellular,oct,294,1,270,failure
no,38,technician,tertiary,no,no,no,cellular,nov,53,2,161,failure
no,29,student,tertiary,no,no,no,cellular,nov,204,1,186,success
yes,35,selfemployed,tertiary,no,no,no,cellular,nov,188,1,186,success
no,32,student,secondary,no,yes,no,telephone,nov,227,5,164,other
no,35,technician,secondary,no,yes,no,cellular,nov,180,2,171,failure
yes,48,management,secondary,no,yes,yes,cellular,nov,1233,1,351,failure
no,55,management,tertiary,no,no,no,cellular,nov,222,3,187,failure
yes,27,management,tertiary,no,no,no,cellular,nov,284,2,273,failure
no,36,unemployed,tertiary,no,yes,no,cellular,nov,116,4,154,failure
yes,34,management,tertiary,no,no,no,cellular,nov,358,1,162,failure
no,60,technician,tertiary,no,yes,no,cellular,nov,126,2,87,failure
yes,33,student,secondary,no,no,no,cellular,nov,262,1,94,success
no,53,management,tertiary,no,yes,no,cellular,nov,371,2,96,failure
yes,44,admin,secondary,no,no,no,cellular,nov,95,1,95,success
yes,61,retired,tertiary,no,yes,no,cellular,nov,89,1,91,success
yes,26,management,tertiary,no,no,no,cellular,nov,166,1,195,success
yes,35,management,tertiary,no,yes,no,cellular,nov,229,2,96,success
yes,44,selfemployed,tertiary,no,yes,no,cellular,nov,172,1,91,success
yes,33,services,secondary,no,no,no,cellular,nov,253,1,92,failure
yes,30,unemployed,secondary,no,no,no,cellular,nov,110,1,279,failure
yes,48,bluecollar,secondary,no,yes,no,cellular,nov,169,1,196,success
yes,36,entrepreneur,secondary,no,no,no,cellular,nov,247,1,97,failure
yes,50,admin,secondary,no,yes,no,cellular,nov,176,2,197,success
no,43,unemployed,secondary,no,no,no,cellular,nov,131,2,197,success
yes,45,bluecollar,unknown,no,yes,no,cellular,nov,181,1,197,success
yes,81,retired,primary,no,no,no,telephone,nov,135,1,94,other
no,46,management,tertiary,no,no,no,cellular,nov,180,3,91,success
yes,56,retired,primary,no,no,no,telephone,nov,271,2,92,success
no,33,management,tertiary,no,no,no,cellular,nov,139,2,95,success
no,34,management,tertiary,no,no,no,cellular,nov,95,1,200,success
yes,33,admin,secondary,no,no,no,cellular,nov,130,1,95,failure
no,41,unemployed,primary,no,no,no,cellular,nov,163,1,200,failure
yes,37,technician,tertiary,no,no,no,cellular,nov,175,1,200,success
no,33,selfemployed,tertiary,no,no,no,cellular,nov,79,4,94,failure
yes,43,management,tertiary,no,no,no,cellular,nov,380,1,88,failure
yes,24,bluecollar,secondary,no,no,no,cellular,nov,105,2,94,success
yes,52,management,tertiary,no,no,no,cellular,nov,209,1,91,failure
no,62,management,tertiary,no,no,no,cellular,nov,140,3,97,failure
yes,29,unemployed,primary,no,no,no,cellular,nov,309,3,208,success
yes,27,technician,tertiary,no,no,no,cellular,nov,285,2,97,success
no,30,management,tertiary,no,no,no,cellular,nov,295,1,93,success
no,36,admin,tertiary,no,no,no,cellular,nov,106,1,205,other
yes,38,technician,secondary,no,no,no,cellular,nov,232,1,96,success
no,25,student,secondary,no,no,no,cellular,nov,152,1,188,success
yes,22,student,tertiary,no,no,no,cellular,nov,260,5,103,success
yes,60,retired,tertiary,no,yes,no,cellular,dec,415,1,190,failure
yes,36,admin,tertiary,no,no,no,cellular,dec,284,1,171,failure
yes,68,retired,tertiary,no,no,no,cellular,dec,154,1,97,failure
no,25,student,tertiary,no,no,no,cellular,dec,110,1,183,success
yes,28,services,secondary,no,no,no,cellular,dec,350,1,182,success
yes,29,housemaid,tertiary,no,no,no,cellular,dec,274,1,230,success
no,42,bluecollar,secondary,no,no,no,cellular,dec,127,2,184,success
no,58,admin,secondary,no,no,no,cellular,dec,1139,2,114,success
no,27,student,secondary,no,no,no,telephone,dec,157,6,95,other
no,38,services,secondary,no,no,no,cellular,dec,720,5,536,failure
no,31,admin,secondary,no,yes,no,cellular,dec,69,1,185,failure
no,42,management,tertiary,no,no,no,cellular,dec,143,1,283,failure
no,32,admin,secondary,no,no,no,cellular,dec,200,1,196,failure
no,38,entrepreneur,secondary,no,yes,no,cellular,dec,347,4,186,success
yes,50,admin,secondary,no,yes,no,cellular,dec,254,3,385,other
no,29,technician,tertiary,no,yes,no,cellular,dec,1002,3,283,success
yes,37,admin,secondary,no,yes,no,cellular,dec,179,1,190,success
no,22,student,tertiary,no,no,no,cellular,dec,182,1,156,failure
no,40,management,tertiary,no,no,no,cellular,dec,263,1,195,failure
no,41,selfemployed,tertiary,no,no,no,cellular,dec,352,1,182,success
no,35,management,tertiary,no,no,no,cellular,dec,269,1,194,failure
yes,29,student,secondary,no,no,no,cellular,dec,279,3,189,other
no,26,services,tertiary,no,no,no,cellular,dec,72,4,186,success
no,47,technician,secondary,no,yes,no,cellular,dec,97,1,231,failure
no,56,retired,secondary,no,no,yes,cellular,dec,103,1,206,failure
yes,34,services,secondary,no,no,no,cellular,dec,330,2,127,success
yes,57,management,unknown,no,no,no,cellular,dec,222,2,231,failure
no,52,technician,secondary,no,yes,no,cellular,dec,110,2,205,failure
yes,50,management,tertiary,no,yes,no,cellular,dec,406,1,182,failure
no,60,technician,secondary,no,no,no,telephone,dec,104,5,198,success
yes,32,admin,secondary,no,yes,no,cellular,dec,322,1,189,success
no,49,technician,secondary,no,no,no,cellular,dec,385,7,131,failure
yes,72,retired,primary,no,no,no,cellular,dec,305,3,309,success
no,48,selfemployed,secondary,no,no,no,cellular,dec,520,3,133,failure
yes,26,bluecollar,secondary,no,no,no,cellular,dec,1141,1,209,other
yes,27,services,secondary,no,no,no,telephone,dec,824,1,193,success
no,35,technician,tertiary,no,yes,no,cellular,dec,137,1,122,failure
yes,38,admin,secondary,no,no,no,cellular,dec,473,2,216,failure
no,89,retired,primary,no,no,no,telephone,dec,207,4,189,other
no,32,services,secondary,no,no,no,cellular,dec,434,1,197,success
no,32,technician,unknown,no,no,no,cellular,dec,646,3,198,success
no,27,services,secondary,no,no,no,cellular,jan,151,1,189,success
yes,57,retired,secondary,no,no,no,telephone,jan,585,1,192,success
no,29,services,secondary,no,no,no,cellular,jan,111,1,210,failure
no,70,retired,primary,no,no,no,cellular,jan,300,2,48,failure
no,35,technician,secondary,no,yes,no,cellular,jan,502,3,270,other
yes,67,retired,primary,no,no,no,cellular,jan,499,2,91,failure
no,65,management,tertiary,no,no,no,cellular,jan,131,1,196,other
no,53,admin,tertiary,no,yes,yes,cellular,jan,171,1,64,other
yes,21,student,secondary,no,no,no,telephone,jan,661,2,92,success
no,34,bluecollar,primary,no,no,no,cellular,jan,278,4,97,other
no,62,retired,tertiary,no,yes,no,cellular,jan,113,1,90,failure
no,40,management,tertiary,no,no,no,cellular,jan,147,2,224,failure
no,35,services,secondary,no,no,no,cellular,jan,331,2,195,other
no,29,selfemployed,tertiary,no,yes,no,cellular,jan,110,7,252,failure
yes,62,bluecollar,secondary,no,no,no,cellular,jan,183,1,90,other
yes,59,technician,primary,no,no,no,cellular,jan,309,1,91,success
no,37,management,tertiary,no,no,no,cellular,jan,540,2,115,failure
yes,61,retired,secondary,no,no,no,cellular,jan,639,1,94,success
no,62,retired,secondary,no,no,no,cellular,jan,117,1,280,success
no,32,management,tertiary,no,no,no,cellular,jan,96,1,201,success
no,61,management,tertiary,no,no,no,cellular,jan,318,2,283,success
no,27,student,secondary,no,no,no,cellular,jan,87,1,245,other
yes,36,management,tertiary,no,no,no,cellular,jan,255,1,88,success
yes,38,unemployed,primary,no,yes,no,cellular,jan,696,1,202,success
yes,92,retired,unknown,no,no,no,cellular,jan,164,4,96,success
no,74,retired,secondary,no,no,no,cellular,jan,100,1,104,other
no,48,management,tertiary,no,yes,yes,cellular,jan,122,4,50,other
yes,81,retired,primary,no,no,no,cellular,jan,340,1,92,success
no,28,technician,unknown,no,yes,no,cellular,jan,183,1,92,success
yes,38,housemaid,secondary,no,no,no,cellular,jan,164,4,92,success
yes,61,admin,unknown,no,yes,no,cellular,jan,181,1,92,success
no,61,retired,secondary,no,no,no,cellular,jan,477,2,92,failure
yes,36,student,tertiary,no,no,no,cellular,jan,918,1,93,success
yes,52,services,secondary,no,no,no,cellular,jan,390,4,93,success
no,35,technician,secondary,no,yes,yes,telephone,jan,141,4,164,other
yes,64,management,tertiary,no,no,no,cellular,jan,134,1,91,success
yes,52,technician,tertiary,no,no,no,cellular,jan,134,5,204,success
yes,50,management,tertiary,no,no,no,cellular,jan,816,2,149,other
no,62,technician,unknown,no,yes,no,telephone,jan,80,4,90,other
yes,36,technician,tertiary,no,no,no,cellular,jan,313,1,120,failure
no,40,management,tertiary,no,no,no,cellular,feb,147,1,209,failure
no,36,admin,tertiary,no,no,no,cellular,feb,343,2,95,failure
no,33,management,tertiary,no,yes,no,cellular,feb,102,1,264,failure
no,33,unemployed,tertiary,no,yes,no,cellular,feb,105,1,96,failure
no,31,admin,secondary,no,no,yes,cellular,feb,323,1,109,failure
no,53,admin,secondary,no,yes,no,cellular,feb,108,1,92,success
yes,33,technician,secondary,no,yes,no,cellular,feb,355,1,301,success
yes,72,retired,primary,no,no,no,cellular,feb,443,2,82,success
no,44,technician,tertiary,no,no,no,cellular,feb,111,1,124,other
yes,52,bluecollar,secondary,no,no,yes,cellular,feb,153,1,48,success
yes,45,admin,secondary,no,no,no,cellular,feb,373,1,92,success
no,33,admin,tertiary,no,yes,yes,cellular,feb,111,5,98,other
yes,80,retired,secondary,no,no,no,telephone,feb,739,1,181,failure
yes,38,technician,secondary,no,no,no,cellular,feb,383,1,181,failure
no,28,services,secondary,no,no,no,cellular,feb,146,5,276,other
no,29,management,tertiary,no,no,no,cellular,feb,162,2,184,failure
no,34,management,tertiary,no,no,no,cellular,feb,148,1,94,failure
yes,36,admin,tertiary,no,no,no,cellular,feb,195,1,176,failure
yes,29,housemaid,tertiary,no,no,no,cellular,feb,110,2,64,success
no,25,management,tertiary,no,no,no,cellular,feb,145,1,182,failure
no,84,retired,primary,no,no,no,telephone,feb,145,2,115,failure
yes,30,management,tertiary,no,no,no,cellular,feb,1133,3,101,other
no,53,retired,secondary,no,no,no,cellular,feb,94,1,333,other
yes,45,admin,secondary,no,no,no,telephone,feb,309,1,446,failure
no,39,management,tertiary,no,no,no,cellular,feb,185,2,179,failure
no,79,retired,secondary,no,no,no,telephone,feb,105,2,181,failure
yes,35,management,tertiary,no,no,no,cellular,feb,469,2,185,failure
yes,65,entrepreneur,tertiary,no,no,no,telephone,feb,290,1,92,success
yes,25,student,secondary,no,no,no,cellular,feb,215,1,92,success
no,58,technician,secondary,no,no,no,telephone,feb,167,1,469,success
no,32,technician,tertiary,no,yes,no,cellular,feb,172,1,92,failure
yes,35,admin,secondary,no,no,yes,cellular,feb,63,4,182,failure
yes,39,bluecollar,tertiary,no,yes,no,cellular,feb,125,2,183,failure
yes,55,technician,secondary,no,no,no,cellular,feb,169,1,183,failure
no,38,admin,tertiary,no,yes,no,cellular,feb,201,1,182,failure
yes,58,technician,secondary,no,yes,no,cellular,feb,511,3,183,success
yes,34,management,tertiary,no,no,no,cellular,feb,314,2,156,other
no,70,retired,primary,no,no,no,cellular,feb,82,2,181,failure
yes,44,management,tertiary,no,no,no,cellular,feb,71,1,190,success
yes,54,unknown,secondary,no,no,no,cellular,feb,449,1,91,success
yes,77,retired,secondary,no,no,no,cellular,feb,288,1,188,success
yes,31,management,tertiary,no,no,no,cellular,feb,144,1,91,success
yes,36,technician,tertiary,no,no,no,cellular,feb,419,2,183,success
no,36,bluecollar,secondary,no,no,no,cellular,feb,473,1,182,success
yes,34,management,tertiary,no,no,no,cellular,feb,291,1,260,failure
yes,45,management,tertiary,no,yes,no,cellular,feb,91,4,185,success
yes,30,unemployed,secondary,no,no,no,cellular,feb,337,1,95,success
yes,23,student,secondary,no,no,no,cellular,feb,379,1,91,success
no,77,retired,primary,no,no,no,telephone,feb,112,5,94,success
yes,52,technician,secondary,no,yes,no,cellular,feb,220,1,63,failure
yes,48,admin,secondary,no,no,no,cellular,feb,318,1,561,success
